week_start,product_name,opening_stock,quantity_received,quantity_dispensed,closing_stock,stockout_flag
2021-12-20,Metformin,1133,0,362,771,0
2021-12-27,Metformin,771,0,195,576,0
2022-01-03,Metformin,576,0,242,334,0
2022-01-10,Metformin,334,0,243,91,0
2022-01-17,Metformin,91,0,91,0,1
2022-01-24,Metformin,0,0,0,0,1
2022-01-31,Metformin,0,2964,328,2636,0
2022-02-07,Metformin,2636,0,282,2354,0
2022-02-14,Metformin,2354,0,249,2105,0
2022-02-21,Metformin,2105,0,292,1813,0
2022-02-28,Metformin,1813,0,248,1565,0
2022-03-07,Metformin,1565,0,203,1362,0
2022-03-14,Metformin,1362,0,284,1078,0
2022-03-21,Metformin,1078,0,239,839,0
2022-03-28,Metformin,839,0,262,577,0
2022-04-04,Metformin,577,0,203,374,0
2022-04-11,Metformin,374,1992,280,2086,0
2022-04-18,Metformin,2086,0,263,1823,0
2022-04-25,Metformin,1823,0,363,1460,0
2022-05-02,Metformin,1460,0,258,1202,0
2022-05-09,Metformin,1202,0,326,876,0
2022-05-16,Metformin,876,0,375,501,0
2022-05-23,Metformin,501,0,360,141,0
2022-05-30,Metformin,141,0,141,0,1
2022-06-06,Metformin,0,0,0,0,1
2022-06-13,Metformin,0,2637,313,2324,0
2022-06-20,Metformin,2324,0,343,1981,0
2022-06-27,Metformin,1981,0,365,1616,0
2022-07-04,Metformin,1616,0,357,1259,0
2022-07-11,Metformin,1259,0,389,870,0
2022-07-18,Metformin,870,0,367,503,0
2022-07-25,Metformin,503,0,337,166,0
2022-08-01,Metformin,166,0,166,0,1
2022-08-08,Metformin,0,1773,269,1504,0
2022-08-15,Metformin,1504,0,358,1146,0
2022-08-22,Metformin,1146,0,237,909,0
2022-08-29,Metformin,909,0,317,592,0
2022-09-05,Metformin,592,0,279,313,0
2022-09-12,Metformin,313,0,284,29,0
2022-09-19,Metformin,29,0,29,0,1
2022-09-26,Metformin,0,0,0,0,1
2022-10-03,Metformin,0,0,0,0,1
2022-10-10,Metformin,0,0,0,0,1
2022-10-17,Metformin,0,2593,409,2184,0
2022-10-24,Metformin,2184,0,222,1962,0
2022-10-31,Metformin,1962,0,341,1621,0
2022-11-07,Metformin,1621,0,335,1286,0
2022-11-14,Metformin,1286,0,347,939,0
2022-11-21,Metformin,939,0,297,642,0
2022-11-28,Metformin,642,0,273,369,0
2022-12-05,Metformin,369,0,369,0,1
2022-12-12,Metformin,0,2135,430,1705,0
2022-12-19,Metformin,1705,0,398,1307,0
2022-12-26,Metformin,1307,0,444,863,0
2020-01-06,ORS Sachets,2340,0,163,2177,0
2020-01-13,ORS Sachets,2177,0,183,1994,0
2020-01-20,ORS Sachets,1994,0,219,1775,0
2020-01-27,ORS Sachets,1775,0,166,1609,0
2020-02-03,ORS Sachets,1609,0,144,1465,0
2020-02-10,ORS Sachets,1465,0,134,1331,0
2020-02-17,ORS Sachets,1331,0,208,1123,0
2020-02-24,ORS Sachets,1123,0,196,927,0
2020-03-02,ORS Sachets,927,0,174,753,0
2020-03-09,ORS Sachets,753,0,218,535,0
2020-03-16,ORS Sachets,535,0,173,362,0
2020-03-23,ORS Sachets,362,1271,140,1493,0
2020-03-30,ORS Sachets,1493,0,198,1295,0
2020-04-06,ORS Sachets,1295,0,176,1119,0
2020-04-13,ORS Sachets,1119,0,175,944,0
2020-04-20,ORS Sachets,944,0,256,688,0
2020-04-27,ORS Sachets,688,0,292,396,0
2020-05-04,ORS Sachets,396,0,157,239,0
2020-05-11,ORS Sachets,239,1387,284,1342,0
2020-05-18,ORS Sachets,1342,0,196,1146,0
2020-05-25,ORS Sachets,1146,0,284,862,0
2020-06-01,ORS Sachets,862,0,256,606,0
2020-06-08,ORS Sachets,606,0,260,346,0
2020-06-15,ORS Sachets,346,0,301,45,0
2020-06-22,ORS Sachets,45,1538,280,1303,0
2020-06-29,ORS Sachets,1303,0,251,1052,0
2020-07-06,ORS Sachets,1052,0,289,763,0
2020-07-13,ORS Sachets,763,0,217,546,0
2020-07-20,ORS Sachets,546,0,257,289,0
2020-07-27,ORS Sachets,289,0,135,154,0
2020-08-03,ORS Sachets,154,0,154,0,1
2020-08-10,ORS Sachets,0,1828,172,1656,0
2020-08-17,ORS Sachets,1656,0,357,1299,0
2020-08-24,ORS Sachets,1299,0,287,1012,0
2020-08-31,ORS Sachets,1012,0,314,698,0
2020-09-07,ORS Sachets,698,0,252,446,0
2020-09-14,ORS Sachets,446,0,193,253,0
2020-09-21,ORS Sachets,253,0,193,60,0
2020-09-28,ORS Sachets,60,0,60,0,1
2020-10-05,ORS Sachets,0,1581,196,1385,0
2020-10-12,ORS Sachets,1385,0,160,1225,0
2020-10-19,ORS Sachets,1225,0,222,1003,0
2020-10-26,ORS Sachets,1003,0,235,768,0
2020-11-02,ORS Sachets,768,0,363,405,0
2020-11-09,ORS Sachets,405,0,171,234,0
2020-11-16,ORS Sachets,234,0,223,11,0
2020-11-23,ORS Sachets,11,0,11,0,1
2020-11-30,ORS Sachets,0,0,0,0,1
2020-12-07,ORS Sachets,0,0,0,0,1
2020-12-14,ORS Sachets,0,1655,292,1363,0
2020-12-21,ORS Sachets,1363,0,209,1154,0
2020-12-28,ORS Sachets,1154,0,270,884,0
2021-01-04,ORS Sachets,884,0,233,651,0
2021-01-11,ORS Sachets,651,0,211,440,0
2021-01-18,ORS Sachets,440,0,239,201,0
2021-01-25,ORS Sachets,201,1517,202,1516,0
2021-02-01,ORS Sachets,1516,0,152,1364,0
2021-02-08,ORS Sachets,1364,0,229,1135,0
2021-02-15,ORS Sachets,1135,0,176,959,0
2021-02-22,ORS Sachets,959,0,247,712,0
2021-03-01,ORS Sachets,712,0,194,518,0
2021-03-08,ORS Sachets,518,0,222,296,0
2021-03-15,ORS Sachets,296,0,183,113,0
2021-03-22,ORS Sachets,113,0,113,0,1
2021-03-29,ORS Sachets,0,1516,144,1372,0
2021-04-05,ORS Sachets,1372,0,198,1174,0
2021-04-12,ORS Sachets,1174,0,188,986,0
2021-04-19,ORS Sachets,986,0,263,723,0
2021-04-26,ORS Sachets,723,0,218,505,0
2021-05-03,ORS Sachets,505,0,200,305,0
2021-05-10,ORS Sachets,305,0,223,82,0
2021-05-17,ORS Sachets,82,1508,250,1340,0
2021-05-24,ORS Sachets,1340,0,249,1091,0
2021-05-31,ORS Sachets,1091,0,274,817,0
2021-06-07,ORS Sachets,817,0,276,541,0
2021-06-14,ORS Sachets,541,0,208,333,0
2021-06-21,ORS Sachets,333,0,291,42,0
2021-06-28,ORS Sachets,42,1540,267,1315,0
2021-07-05,ORS Sachets,1315,0,264,1051,0
2021-07-12,ORS Sachets,1051,0,272,779,0
2021-07-19,ORS Sachets,779,0,299,480,0
2021-07-26,ORS Sachets,480,0,258,222,0
2021-08-02,ORS Sachets,222,0,169,53,0
2021-08-09,ORS Sachets,53,0,53,0,1
2021-08-16,ORS Sachets,0,1829,259,1570,0
2021-08-23,ORS Sachets,1570,0,350,1220,0
2021-08-30,ORS Sachets,1220,0,295,925,0
2021-09-06,ORS Sachets,925,0,166,759,0
2021-09-13,ORS Sachets,759,0,227,532,0
2021-09-20,ORS Sachets,532,0,190,342,0
2021-09-27,ORS Sachets,342,1955,176,2121,0
2021-10-04,ORS Sachets,2121,0,177,1944,0
2021-10-11,ORS Sachets,1944,0,217,1727,0
2021-10-18,ORS Sachets,1727,0,239,1488,0
2021-10-25,ORS Sachets,1488,0,171,1317,0
2021-11-01,ORS Sachets,1317,0,193,1124,0
2021-11-08,ORS Sachets,1124,0,220,904,0
2021-11-15,ORS Sachets,904,0,288,616,0
2021-11-22,ORS Sachets,616,0,209,407,0
2021-11-29,ORS Sachets,407,0,189,218,0
2021-12-06,ORS Sachets,218,1392,357,1253,0
2021-12-13,ORS Sachets,1253,0,261,992,0
2021-12-20,ORS Sachets,992,0,246,746,0
2021-12-27,ORS Sachets,746,0,227,519,0
2022-01-03,ORS Sachets,519,0,166,353,0
2022-01-10,ORS Sachets,353,0,265,88,0
2022-01-17,ORS Sachets,88,0,88,0,1
2022-01-24,ORS Sachets,0,0,0,0,1
2022-01-31,ORS Sachets,0,1888,211,1677,0
2022-02-07,ORS Sachets,1677,0,162,1515,0
2022-02-14,ORS Sachets,1515,0,167,1348,0
2022-02-21,ORS Sachets,1348,0,199,1149,0
2022-02-28,ORS Sachets,1149,0,149,1000,0
2022-03-07,ORS Sachets,1000,0,242,758,0
2022-03-14,ORS Sachets,758,0,212,546,0
2022-03-21,ORS Sachets,546,0,143,403,0
2022-03-28,ORS Sachets,403,1532,182,1753,0
2022-04-04,ORS Sachets,1753,0,162,1591,0
2022-04-11,ORS Sachets,1591,0,167,1424,0
2022-04-18,ORS Sachets,1424,0,251,1173,0
2022-04-25,ORS Sachets,1173,0,166,1007,0
2022-05-02,ORS Sachets,1007,0,227,780,0
2022-05-09,ORS Sachets,780,0,274,506,0
2022-05-16,ORS Sachets,506,0,211,295,0
2022-05-23,ORS Sachets,295,0,226,69,0
2022-05-30,ORS Sachets,69,0,69,0,1
2022-06-06,ORS Sachets,0,1707,289,1418,0
2022-06-13,ORS Sachets,1418,0,257,1161,0
2022-06-20,ORS Sachets,1161,0,235,926,0
2022-06-27,ORS Sachets,926,0,344,582,0
2022-07-04,ORS Sachets,582,0,287,295,0
2022-07-11,ORS Sachets,295,0,263,32,0
2022-07-18,ORS Sachets,32,0,32,0,1
2022-07-25,ORS Sachets,0,0,0,0,1
2022-08-01,ORS Sachets,0,1462,265,1197,0
2022-08-08,ORS Sachets,1197,0,235,962,0
2022-08-15,ORS Sachets,962,0,221,741,0
2022-08-22,ORS Sachets,741,0,248,493,0
2022-08-29,ORS Sachets,493,0,318,175,0
2022-09-05,ORS Sachets,175,1683,240,1618,0
2022-09-12,ORS Sachets,1618,0,149,1469,0
2022-09-19,ORS Sachets,1469,0,211,1258,0
2022-09-26,ORS Sachets,1258,0,175,1083,0
2022-10-03,ORS Sachets,1083,0,185,898,0
2022-10-10,ORS Sachets,898,0,278,620,0
2022-10-17,ORS Sachets,620,0,293,327,0
2022-10-24,ORS Sachets,327,0,195,132,0
2022-10-31,ORS Sachets,132,1262,165,1229,0
2022-11-07,ORS Sachets,1229,0,321,908,0
2022-11-14,ORS Sachets,908,0,235,673,0
2022-11-21,ORS Sachets,673,0,179,494,0
2022-11-28,ORS Sachets,494,0,175,319,0
2022-12-05,ORS Sachets,319,0,296,23,0
2022-12-12,ORS Sachets,23,0,23,0,1
2022-12-19,ORS Sachets,0,1651,242,1409,0
2022-12-26,ORS Sachets,1409,0,262,1147,0
2020-01-06,Omeprazole,2805,0,207,2598,0
2020-01-13,Omeprazole,2598,0,220,2378,0
2020-01-20,Omeprazole,2378,0,137,2241,0
2020-01-27,Omeprazole,2241,0,196,2045,0
2020-02-03,Omeprazole,2045,0,125,1920,0
2020-02-10,Omeprazole,1920,0,223,1697,0
2020-02-17,Omeprazole,1697,0,177,1520,0
2020-02-24,Omeprazole,1520,0,196,1324,0
2020-03-02,Omeprazole,1324,0,233,1091,0
2020-03-09,Omeprazole,1091,0,218,873,0
2020-03-16,Omeprazole,873,0,110,763,0
2020-03-23,Omeprazole,763,0,165,598,0
2020-03-30,Omeprazole,598,0,130,468,0
2020-04-06,Omeprazole,468,0,231,237,0
2020-04-13,Omeprazole,237,0,211,26,0
2020-04-20,Omeprazole,26,0,26,0,1
2020-04-27,Omeprazole,0,1482,179,1303,0
2020-05-04,Omeprazole,1303,0,299,1004,0
2020-05-11,Omeprazole,1004,0,225,779,0
2020-05-18,Omeprazole,779,0,238,541,0
2020-05-25,Omeprazole,541,0,247,294,0
2020-06-01,Omeprazole,294,0,198,96,0
2020-06-08,Omeprazole,96,0,96,0,1
2020-06-15,Omeprazole,0,2175,272,1903,0
2020-06-22,Omeprazole,1903,0,398,1505,0
2020-06-29,Omeprazole,1505,0,307,1198,0
2020-07-06,Omeprazole,1198,0,234,964,0
2020-07-13,Omeprazole,964,0,351,613,0
2020-07-20,Omeprazole,613,0,260,353,0
2020-07-27,Omeprazole,353,0,227,126,0
2020-08-03,Omeprazole,126,0,126,0,1
2020-08-10,Omeprazole,0,0,0,0,1
2020-08-17,Omeprazole,0,0,0,0,1
2020-08-24,Omeprazole,0,0,0,0,1
2020-08-31,Omeprazole,0,0,0,0,1
2020-09-07,Omeprazole,0,1674,332,1342,0
2020-09-14,Omeprazole,1342,0,245,1097,0
2020-09-21,Omeprazole,1097,0,214,883,0
2020-09-28,Omeprazole,883,0,125,758,0
2020-10-05,Omeprazole,758,0,214,544,0
2020-10-12,Omeprazole,544,0,201,343,0
2020-10-19,Omeprazole,343,2082,298,2127,0
2020-10-26,Omeprazole,2127,0,169,1958,0
2020-11-02,Omeprazole,1958,0,135,1823,0
2020-11-09,Omeprazole,1823,0,150,1673,0
2020-11-16,Omeprazole,1673,0,273,1400,0
2020-11-23,Omeprazole,1400,0,358,1042,0
2020-11-30,Omeprazole,1042,0,237,805,0
2020-12-07,Omeprazole,805,0,249,556,0
2020-12-14,Omeprazole,556,0,273,283,0
2020-12-21,Omeprazole,283,0,253,30,0
2020-12-28,Omeprazole,30,0,30,0,1
2021-01-04,Omeprazole,0,0,0,0,1
2021-01-11,Omeprazole,0,2137,202,1935,0
2021-01-18,Omeprazole,1935,0,228,1707,0
2021-01-25,Omeprazole,1707,0,195,1512,0
2021-02-01,Omeprazole,1512,0,223,1289,0
2021-02-08,Omeprazole,1289,0,162,1127,0
2021-02-15,Omeprazole,1127,0,190,937,0
2021-02-22,Omeprazole,937,0,205,732,0
2021-03-01,Omeprazole,732,0,167,565,0
2021-03-08,Omeprazole,565,0,152,413,0
2021-03-15,Omeprazole,413,0,230,183,0
2021-03-22,Omeprazole,183,1890,243,1830,0
2021-03-29,Omeprazole,1830,0,217,1613,0
2021-04-05,Omeprazole,1613,0,104,1509,0
2021-04-12,Omeprazole,1509,0,200,1309,0
2021-04-19,Omeprazole,1309,0,216,1093,0
2021-04-26,Omeprazole,1093,0,338,755,0
2021-05-03,Omeprazole,755,0,217,538,0
2021-05-10,Omeprazole,538,0,164,374,0
2021-05-17,Omeprazole,374,1349,303,1420,0
2021-05-24,Omeprazole,1420,0,263,1157,0
2021-05-31,Omeprazole,1157,0,298,859,0
2021-06-07,Omeprazole,859,0,144,715,0
2021-06-14,Omeprazole,715,0,309,406,0
2021-06-21,Omeprazole,406,2320,234,2492,0
2021-06-28,Omeprazole,2492,0,154,2338,0
2021-07-05,Omeprazole,2338,0,269,2069,0
2021-07-12,Omeprazole,2069,0,252,1817,0
2021-07-19,Omeprazole,1817,0,261,1556,0
2021-07-26,Omeprazole,1556,0,275,1281,0
2021-08-02,Omeprazole,1281,0,234,1047,0
2021-08-09,Omeprazole,1047,0,250,797,0
2021-08-16,Omeprazole,797,0,242,555,0
2021-08-23,Omeprazole,555,0,278,277,0
2021-08-30,Omeprazole,277,0,195,82,0
2021-09-06,Omeprazole,82,1898,353,1627,0
2021-09-13,Omeprazole,1627,0,203,1424,0
2021-09-20,Omeprazole,1424,0,215,1209,0
2021-09-27,Omeprazole,1209,0,184,1025,0
2021-10-04,Omeprazole,1025,0,153,872,0
2021-10-11,Omeprazole,872,0,273,599,0
2021-10-18,Omeprazole,599,0,188,411,0
2021-10-25,Omeprazole,411,1755,178,1988,0
2021-11-01,Omeprazole,1988,0,221,1767,0
2021-11-08,Omeprazole,1767,0,295,1472,0
2021-11-15,Omeprazole,1472,0,182,1290,0
2021-11-22,Omeprazole,1290,0,250,1040,0
2021-11-29,Omeprazole,1040,0,276,764,0
2021-12-06,Omeprazole,764,0,178,586,0
2021-12-13,Omeprazole,586,0,220,366,0
2021-12-20,Omeprazole,366,0,220,146,0
2021-12-27,Omeprazole,146,1412,191,1367,0
2022-01-03,Omeprazole,1367,0,227,1140,0
2022-01-10,Omeprazole,1140,0,149,991,0
2022-01-17,Omeprazole,991,0,286,705,0
2022-01-24,Omeprazole,705,0,231,474,0
2022-01-31,Omeprazole,474,0,219,255,0
2022-02-07,Omeprazole,255,0,204,51,0
2022-02-14,Omeprazole,51,0,51,0,1
2022-02-21,Omeprazole,0,1812,199,1613,0
2022-02-28,Omeprazole,1613,0,221,1392,0
2022-03-07,Omeprazole,1392,0,193,1199,0
2022-03-14,Omeprazole,1199,0,195,1004,0
2022-03-21,Omeprazole,1004,0,230,774,0
2022-03-28,Omeprazole,774,0,237,537,0
2022-04-04,Omeprazole,537,0,98,439,0
2022-04-11,Omeprazole,439,0,143,296,0
2022-04-18,Omeprazole,296,0,296,0,1
2022-04-25,Omeprazole,0,0,0,0,1
2022-05-02,Omeprazole,0,2175,314,1861,0
2022-05-09,Omeprazole,1861,0,304,1557,0
2022-05-16,Omeprazole,1557,0,208,1349,0
2022-05-23,Omeprazole,1349,0,244,1105,0
2022-05-30,Omeprazole,1105,0,270,835,0
2022-06-06,Omeprazole,835,0,276,559,0
2022-06-13,Omeprazole,559,0,311,248,0
2022-06-20,Omeprazole,248,0,248,0,1
2022-06-27,Omeprazole,0,2074,217,1857,0
2022-07-04,Omeprazole,1857,0,228,1629,0
2022-07-11,Omeprazole,1629,0,300,1329,0
2022-07-18,Omeprazole,1329,0,270,1059,0
2022-07-25,Omeprazole,1059,0,272,787,0
2022-08-01,Omeprazole,787,0,230,557,0
2022-08-08,Omeprazole,557,0,282,275,0
2022-08-15,Omeprazole,275,0,252,23,0
2022-08-22,Omeprazole,23,0,23,0,1
2022-08-29,Omeprazole,0,1550,235,1315,0
2022-09-05,Omeprazole,1315,0,311,1004,0
2022-09-12,Omeprazole,1004,0,197,807,0
2022-09-19,Omeprazole,807,0,161,646,0
2022-09-26,Omeprazole,646,0,216,430,0
2022-10-03,Omeprazole,430,0,145,285,0
2022-10-10,Omeprazole,285,0,285,0,1
2022-10-17,Omeprazole,0,2372,244,2128,0
2022-10-24,Omeprazole,2128,0,268,1860,0
2022-10-31,Omeprazole,1860,0,206,1654,0
2022-11-07,Omeprazole,1654,0,175,1479,0
2022-11-14,Omeprazole,1479,0,310,1169,0
2022-11-21,Omeprazole,1169,0,263,906,0
2022-11-28,Omeprazole,906,0,259,647,0
2022-12-05,Omeprazole,647,0,241,406,0
2022-12-12,Omeprazole,406,0,186,220,0
2022-12-19,Omeprazole,220,0,219,1,0
2022-12-26,Omeprazole,1,1700,248,1453,0
2020-01-06,Paracetamol,1392,0,158,1234,0
2020-01-13,Paracetamol,1234,0,113,1121,0
2020-01-20,Paracetamol,1121,0,182,939,0
2020-01-27,Paracetamol,939,0,244,695,0
2020-02-03,Paracetamol,695,0,162,533,0
2020-02-10,Paracetamol,533,0,136,397,0
2020-02-17,Paracetamol,397,0,167,230,0
2020-02-24,Paracetamol,230,0,141,89,0
2020-03-02,Paracetamol,89,0,89,0,1
2020-03-09,Paracetamol,0,0,0,0,1
2020-03-16,Paracetamol,0,1724,159,1565,0
2020-03-23,Paracetamol,1565,0,198,1367,0
2020-03-30,Paracetamol,1367,0,179,1188,0
2020-04-06,Paracetamol,1188,0,211,977,0
2020-04-13,Paracetamol,977,0,217,760,0
2020-04-20,Paracetamol,760,0,296,464,0
2020-04-27,Paracetamol,464,0,228,236,0
2020-05-04,Paracetamol,236,1591,202,1625,0
2020-05-11,Paracetamol,1625,0,268,1357,0
2020-05-18,Paracetamol,1357,0,191,1166,0
2020-05-25,Paracetamol,1166,0,219,947,0
2020-06-01,Paracetamol,947,0,117,830,0
2020-06-08,Paracetamol,830,0,193,637,0
2020-06-15,Paracetamol,637,0,222,415,0
2020-06-22,Paracetamol,415,0,273,142,0
2020-06-29,Paracetamol,142,0,142,0,1
2020-07-06,Paracetamol,0,1792,241,1551,0
2020-07-13,Paracetamol,1551,0,224,1327,0
2020-07-20,Paracetamol,1327,0,279,1048,0
2020-07-27,Paracetamol,1048,0,255,793,0
2020-08-03,Paracetamol,793,0,313,480,0
2020-08-10,Paracetamol,480,0,257,223,0
2020-08-17,Paracetamol,223,0,203,20,0
2020-08-24,Paracetamol,20,0,20,0,1
2020-08-31,Paracetamol,0,1631,294,1337,0
2020-09-07,Paracetamol,1337,0,239,1098,0
2020-09-14,Paracetamol,1098,0,183,915,0
2020-09-21,Paracetamol,915,0,210,705,0
2020-09-28,Paracetamol,705,0,191,514,0
2020-10-05,Paracetamol,514,0,192,322,0
2020-10-12,Paracetamol,322,1621,237,1706,0
2020-10-19,Paracetamol,1706,0,194,1512,0
2020-10-26,Paracetamol,1512,0,164,1348,0
2020-11-02,Paracetamol,1348,0,184,1164,0
2020-11-09,Paracetamol,1164,0,262,902,0
2020-11-16,Paracetamol,902,0,241,661,0
2020-11-23,Paracetamol,661,0,263,398,0
2020-11-30,Paracetamol,398,0,229,169,0
2020-12-07,Paracetamol,169,0,148,21,0
2020-12-14,Paracetamol,21,0,21,0,1
2020-12-21,Paracetamol,0,0,0,0,1
2020-12-28,Paracetamol,0,0,0,0,1
2021-01-04,Paracetamol,0,1446,215,1231,0
2021-01-11,Paracetamol,1231,0,129,1102,0
2021-01-18,Paracetamol,1102,0,157,945,0
2021-01-25,Paracetamol,945,0,143,802,0
2021-02-01,Paracetamol,802,0,161,641,0
2021-02-08,Paracetamol,641,0,184,457,0
2021-02-15,Paracetamol,457,0,180,277,0
2021-02-22,Paracetamol,277,1856,223,1910,0
2021-03-01,Paracetamol,1910,0,189,1721,0
2021-03-08,Paracetamol,1721,0,150,1571,0
2021-03-15,Paracetamol,1571,0,167,1404,0
2021-03-22,Paracetamol,1404,0,153,1251,0
2021-03-29,Paracetamol,1251,0,173,1078,0
2021-04-05,Paracetamol,1078,0,170,908,0
2021-04-12,Paracetamol,908,0,96,812,0
2021-04-19,Paracetamol,812,0,186,626,0
2021-04-26,Paracetamol,626,0,184,442,0
2021-05-03,Paracetamol,442,0,241,201,0
2021-05-10,Paracetamol,201,0,201,0,1
2021-05-17,Paracetamol,0,0,0,0,1
2021-05-24,Paracetamol,0,0,0,0,1
2021-05-31,Paracetamol,0,2050,241,1809,0
2021-06-07,Paracetamol,1809,0,351,1458,0
2021-06-14,Paracetamol,1458,0,252,1206,0
2021-06-21,Paracetamol,1206,0,302,904,0
2021-06-28,Paracetamol,904,0,244,660,0
2021-07-05,Paracetamol,660,0,169,491,0
2021-07-12,Paracetamol,491,0,278,213,0
2021-07-19,Paracetamol,213,0,213,0,1
2021-07-26,Paracetamol,0,0,0,0,1
2021-08-02,Paracetamol,0,0,0,0,1
2021-08-09,Paracetamol,0,0,0,0,1
2021-08-16,Paracetamol,0,1500,255,1245,0
2021-08-23,Paracetamol,1245,0,308,937,0
2021-08-30,Paracetamol,937,0,228,709,0
2021-09-06,Paracetamol,709,0,283,426,0
2021-09-13,Paracetamol,426,0,247,179,0
2021-09-20,Paracetamol,179,2021,237,1963,0
2021-09-27,Paracetamol,1963,0,189,1774,0
2021-10-04,Paracetamol,1774,0,166,1608,0
2021-10-11,Paracetamol,1608,0,304,1304,0
2021-10-18,Paracetamol,1304,0,178,1126,0
2021-10-25,Paracetamol,1126,0,180,946,0
2021-11-01,Paracetamol,946,0,226,720,0
2021-11-08,Paracetamol,720,0,269,451,0
2021-11-15,Paracetamol,451,0,223,228,0
2021-11-22,Paracetamol,228,1654,218,1664,0
2021-11-29,Paracetamol,1664,0,271,1393,0
2021-12-06,Paracetamol,1393,0,360,1033,0
2021-12-13,Paracetamol,1033,0,221,812,0
2021-12-20,Paracetamol,812,0,186,626,0
2021-12-27,Paracetamol,626,0,251,375,0
2022-01-03,Paracetamol,375,0,277,98,0
2022-01-10,Paracetamol,98,0,98,0,1
2022-01-17,Paracetamol,0,1294,136,1158,0
2022-01-24,Paracetamol,1158,0,184,974,0
2022-01-31,Paracetamol,974,0,165,809,0
2022-02-07,Paracetamol,809,0,206,603,0
2022-02-14,Paracetamol,603,0,236,367,0
2022-02-21,Paracetamol,367,1800,138,2029,0
2022-02-28,Paracetamol,2029,0,158,1871,0
2022-03-07,Paracetamol,1871,0,174,1697,0
2022-03-14,Paracetamol,1697,0,134,1563,0
2022-03-21,Paracetamol,1563,0,92,1471,0
2022-03-28,Paracetamol,1471,0,217,1254,0
2022-04-04,Paracetamol,1254,0,193,1061,0
2022-04-11,Paracetamol,1061,0,136,925,0
2022-04-18,Paracetamol,925,0,275,650,0
2022-04-25,Paracetamol,650,0,332,318,0
2022-05-02,Paracetamol,318,0,246,72,0
2022-05-09,Paracetamol,72,0,72,0,1
2022-05-16,Paracetamol,0,0,0,0,1
2022-05-23,Paracetamol,0,0,0,0,1
2022-05-30,Paracetamol,0,1897,289,1608,0
2022-06-06,Paracetamol,1608,0,291,1317,0
2022-06-13,Paracetamol,1317,0,228,1089,0
2022-06-20,Paracetamol,1089,0,214,875,0
2022-06-27,Paracetamol,875,0,185,690,0
2022-07-04,Paracetamol,690,0,270,420,0
2022-07-11,Paracetamol,420,0,207,213,0
2022-07-18,Paracetamol,213,1641,241,1613,0
2022-07-25,Paracetamol,1613,0,253,1360,0
2022-08-01,Paracetamol,1360,0,252,1108,0
2022-08-08,Paracetamol,1108,0,203,905,0
2022-08-15,Paracetamol,905,0,212,693,0
2022-08-22,Paracetamol,693,0,238,455,0
2022-08-29,Paracetamol,455,0,185,270,0
2022-09-05,Paracetamol,270,0,244,26,0
2022-09-12,Paracetamol,26,1850,130,1746,0
2022-09-19,Paracetamol,1746,0,189,1557,0
2022-09-26,Paracetamol,1557,0,159,1398,0
2022-10-03,Paracetamol,1398,0,192,1206,0
2022-10-10,Paracetamol,1206,0,269,937,0
2022-10-17,Paracetamol,937,0,228,709,0
2022-10-24,Paracetamol,709,0,252,457,0
2022-10-31,Paracetamol,457,0,253,204,0
2022-11-07,Paracetamol,204,0,173,31,0
2022-11-14,Paracetamol,31,0,31,0,1
2022-11-21,Paracetamol,0,0,0,0,1
2022-11-28,Paracetamol,0,1752,286,1466,0
2022-12-05,Paracetamol,1466,0,211,1255,0
2022-12-12,Paracetamol,1255,0,200,1055,0
2022-12-19,Paracetamol,1055,0,200,855,0
2022-12-26,Paracetamol,855,0,271,584,0
2020-01-06,Salbutamol Inhaler,1800,0,168,1632,0
2020-01-13,Salbutamol Inhaler,1632,0,229,1403,0
2020-01-20,Salbutamol Inhaler,1403,0,137,1266,0
2020-01-27,Salbutamol Inhaler,1266,0,177,1089,0
2020-02-03,Salbutamol Inhaler,1089,0,209,880,0
2020-02-10,Salbutamol Inhaler,880,0,130,750,0
2020-02-17,Salbutamol Inhaler,750,0,146,604,0
2020-02-24,Salbutamol Inhaler,604,1997,182,2419,0
2020-03-02,Salbutamol Inhaler,2419,0,221,2198,0
2020-03-09,Salbutamol Inhaler,2198,0,118,2080,0
2020-03-16,Salbutamol Inhaler,2080,0,175,1905,0
2020-03-23,Salbutamol Inhaler,1905,0,287,1618,0
2020-03-30,Salbutamol Inhaler,1618,0,145,1473,0
2020-04-06,Salbutamol Inhaler,1473,0,227,1246,0
2020-04-13,Salbutamol Inhaler,1246,0,212,1034,0
2020-04-20,Salbutamol Inhaler,1034,0,290,744,0
2020-04-27,Salbutamol Inhaler,744,0,231,513,0
2020-05-04,Salbutamol Inhaler,513,0,389,124,0
2020-05-11,Salbutamol Inhaler,124,0,124,0,1
2020-05-18,Salbutamol Inhaler,0,0,0,0,1
2020-05-25,Salbutamol Inhaler,0,0,0,0,1
2020-06-01,Salbutamol Inhaler,0,2366,303,2063,0
2020-06-08,Salbutamol Inhaler,2063,0,306,1757,0
2020-06-15,Salbutamol Inhaler,1757,0,266,1491,0
2020-06-22,Salbutamol Inhaler,1491,0,276,1215,0
2020-06-29,Salbutamol Inhaler,1215,0,347,868,0
2020-07-06,Salbutamol Inhaler,868,0,88,780,0
2020-07-13,Salbutamol Inhaler,780,0,177,603,0
2020-07-20,Salbutamol Inhaler,603,0,238,365,0
